Type of Food,Food Prepared,Event Type,Food Consumed,Storage Conditions,Purchase History,Seasonality,Preparation Method,Geographical Location,Pricing,Wastage Food Amount
Baked Goods,1000,Corporate,800,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Low,200
Fruits,800,Social Gathering,620,Room Temperature,Regular,Summer,Finger Food,Suburban,Moderate,180
Baked Goods,850,Social Gathering,680,Room Temperature,Regular,Summer,Finger Food,Suburban,Low,170
Baked Goods,900,Wedding,700,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,200
Baked Goods,800,Corporate,620,Room Temperature,Occasional,Summer,Finger Food,Suburban,Moderate,180
Fruits,850,Social Gathering,680,Room Temperature,Regular,All Seasons,Finger Food,Rural,Moderate,170
Dairy Products,850,Wedding,661,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,189
Dairy Products,888,Social Gathering,675,Room Temperature,Regular,Summer,Finger Food,Suburban,Low,213
Dairy Products,1000,Corporate,800,Room Temperature,Occasional,Summer,Sit-down Dinner,Suburban,High,200
Vegetables,980,Social Gathering,780,Room Temperature,Regular,All Seasons,Buffet,Suburban,Moderate,200
Dairy Products,850,Birthday,680,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,170
Baked Goods,1000,Social Gathering,800,Room Temperature,Regular,All Seasons,Finger Food,Suburban,High,200
Dairy Products,800,Corporate,620,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,180
Fruits,950,Social Gathering,750,Room Temperature,Regular,All Seasons,Sit-down Dinner,Rural,Moderate,200
Dairy Products,950,Birthday,750,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,200
Dairy Products,800,Social Gathering,620,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,180
Baked Goods,950,Social Gathering,620,Room Temperature,Regular,All Seasons,Finger Food,Rural,Low,330
Baked Goods,800,Social Gathering,620,Room Temperature,Regular,Winter,Finger Food,Rural,Moderate,180
Meat,782,Social Gathering,608,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,Moderate,174
Dairy Products,850,Wedding,650,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,200
Dairy Products,850,Social Gathering,680,Room Temperature,Regular,All Seasons,Finger Food,Rural,Low,170
Dairy Products,950,Birthday,750,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,200
Baked Goods,850,Social Gathering,650,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,200
Dairy Products,1000,Corporate,800,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Low,200
Baked Goods,900,Social Gathering,670,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,High,230
Dairy Products,850,Corporate,650,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Moderate,200
Dairy Products,850,Wedding,650,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,200
Dairy Products,782,Social Gathering,608,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,Moderate,174
Baked Goods,950,Social Gathering,750,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,200
Dairy Products,850,Social Gathering,650,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,200
Dairy Products,850,Social Gathering,650,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,200
Dairy Products,850,Social Gathering,650,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,200
Meat,871,Birthday,702,Refrigerated,Regular,Winter,Buffet,Suburban,Low,169
Meat,977,Wedding,830,Refrigerated,Regular,All Seasons,Buffet,Urban,Low,147
Meat,950,Birthday,800,Refrigerated,Regular,Summer,Buffet,Urban,Moderate,150
Meat,800,Wedding,620,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,Low,180
Meat,950,Wedding,750,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,High,200
Meat,850,Wedding,650,Refrigerated,Regular,All Seasons,Buffet,Rural,Moderate,200
Meat,874,Corporate,690,Refrigerated,Occasional,Winter,Finger Food,Urban,Low,184
Meat,950,Birthday,620,Room Temperature,Regular,Winter,Finger Food,Rural,Low,330
Meat,900,Corporate,700,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,Low,200
Meat,950,Corporate,640,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,Low,310
Meat,982,Corporate,842,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,Low,140
Meat,900,Wedding,700,Refrigerated,Occasional,Winter,Sit-down Dinner,Rural,Low,200
Meat,1000,Corporate,800,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,High,200
Vegetables,997,Birthday,891,Refrigerated,Regular,Summer,Finger Food,Rural,High,106
Meat,800,Birthday,620,Refrigerated,Regular,Summer,Finger Food,Suburban,Moderate,180
Meat,950,Birthday,750,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,High,200
Meat,900,Social Gathering,700,Refrigerated,Regular,All Seasons,Buffet,Rural,High,200
Vegetables,871,Social Gathering,702,Refrigerated,Regular,Summer,Buffet,Rural,Low,169
Meat,950,Corporate,750,Refrigerated,Regular,Winter,Sit-down Dinner,Rural,Moderate,200
Meat,900,Corporate,700,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,Moderate,200
Fruits,1000,Corporate,850,Room Temperature,Occasional,Winter,Finger Food,Urban,High,150
Meat,995,Corporate,834,Refrigerated,Occasional,Summer,Sit-down Dinner,Suburban,Low,161
Meat,850,Corporate,650,Refrigerated,Regular,All Seasons,Sit-down Dinner,Urban,High,200
Meat,1000,Birthday,850,Refrigerated,Regular,Summer,Finger Food,Urban,High,150
Meat,995,Wedding,834,Refrigerated,Regular,Winter,Sit-down Dinner,Rural,Low,161
Meat,850,Birthday,680,Room Temperature,Regular,Winter,Finger Food,Rural,Low,170
Meat,980,Corporate,680,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,Low,300
Meat,850,Corporate,680,Room Temperature,Regular,Winter,Finger Food,Rural,Low,170
Meat,996,Corporate,829,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,Low,167
Meat,900,Corporate,720,Refrigerated,Regular,Winter,Finger Food,Urban,Moderate,180
Meat,1000,Corporate,800,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,High,200
Fruits,800,Corporate,620,Room Temperature,Regular,Summer,Finger Food,Urban,Moderate,180
Dairy Products,800,Birthday,620,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,Low,180
Fruits,850,Social Gathering,650,Room Temperature,Regular,Winter,Buffet,Rural,Moderate,200
Dairy Products,900,Corporate,700,Room Temperature,Regular,Summer,Buffet,Suburban,High,200
Dairy Products,1000,Wedding,800,Room Temperature,Regular,All Seasons,Buffet,Rural,High,200
Baked Goods,977,Social Gathering,830,Room Temperature,Regular,Winter,Buffet,Urban,Low,147
Fruits,900,Birthday,700,Room Temperature,Regular,Summer,Finger Food,Suburban,Moderate,200
Fruits,900,Corporate,720,Room Temperature,Occasional,All Seasons,Buffet,Rural,Moderate,180
Baked Goods,850,Wedding,680,Room Temperature,Regular,Winter,Finger Food,Urban,Moderate,170
Vegetables,950,Birthday,750,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,High,200
Meat,984,Social Gathering,853,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,High,131
Vegetables,900,Wedding,700,Refrigerated,Regular,All Seasons,Sit-down Dinner,Suburban,Low,200
Baked Goods,900,Corporate,720,Room Temperature,Regular,Winter,Finger Food,Urban,Moderate,180
Dairy Products,900,Birthday,720,Room Temperature,Regular,All Seasons,Buffet,Suburban,High,180
Baked Goods,900,Corporate,700,Room Temperature,Occasional,All Seasons,Buffet,Suburban,High,200
Meat,950,Wedding,750,Refrigerated,Occasional,All Seasons,Buffet,Suburban,High,200
Baked Goods,850,Corporate,650,Room Temperature,Regular,Summer,Buffet,Urban,Low,200
Meat,800,Wedding,620,Refrigerated,Regular,Winter,Finger Food,Suburban,Moderate,180
Meat,800,Birthday,620,Refrigerated,Regular,Summer,Finger Food,Suburban,Moderate,180
Meat,850,Corporate,650,Refrigerated,Regular,Winter,Buffet,Urban,Low,200
Fruits,850,Corporate,650,Refrigerated,Regular,Winter,Buffet,Urban,Low,200
Meat,800,Corporate,620,Refrigerated,Regular,Summer,Finger Food,Urban,Moderate,180
Meat,900,Corporate,670,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,High,230
Meat,850,Birthday,680,Refrigerated,Regular,All Seasons,Finger Food,Urban,Moderate,170
Fruits,900,Wedding,700,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,High,200
Dairy Products,900,Birthday,720,Room Temperature,Regular,Winter,Buffet,Rural,High,180
Baked Goods,900,Birthday,680,Room Temperature,Regular,Summer,Buffet,Urban,Moderate,220
Vegetables,1000,Corporate,850,Refrigerated,Regular,Summer,Finger Food,Suburban,High,150
Meat,980,Birthday,680,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,Low,300
Meat,980,Corporate,780,Refrigerated,Occasional,Summer,Buffet,Suburban,Moderate,200
Vegetables,980,Birthday,720,Refrigerated,Regular,All Seasons,Buffet,Rural,High,260
Meat,950,Wedding,750,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,High,200
Meat,950,Wedding,750,Refrigerated,Regular,Summer,Sit-down Dinner,Rural,Moderate,200
Vegetables,800,Social Gathering,620,Refrigerated,Regular,Summer,Finger Food,Rural,Moderate,180
Dairy Products,800,Social Gathering,620,Room Temperature,Regular,Winter,Buffet,Suburban,Low,180
Baked Goods,850,Social Gathering,710,Room Temperature,Regular,Summer,Finger Food,Urban,High,140
Baked Goods,800,Corporate,620,Room Temperature,Regular,Summer,Finger Food,Suburban,Moderate,180
Baked Goods,850,Birthday,680,Room Temperature,Regular,All Seasons,Finger Food,Urban,Moderate,170
Meat,1000,Wedding,800,Refrigerated,Regular,All Seasons,Sit-down Dinner,Suburban,Low,200
Meat,850,Wedding,650,Refrigerated,Occasional,Winter,Sit-down Dinner,Rural,Moderate,200
Meat,850,Social Gathering,680,Refrigerated,Regular,All Seasons,Finger Food,Urban,Low,170
Vegetables,950,Wedding,750,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,High,200
Meat,1000,Social Gathering,800,Room Temperature,Regular,Winter,Finger Food,Rural,High,200
Baked Goods,1000,Corporate,800,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,High,200
Dairy Products,980,Social Gathering,650,Room Temperature,Regular,Summer,Finger Food,Urban,Low,330
Dairy Products,900,Wedding,720,Room Temperature,Regular,All Seasons,Sit-down Dinner,Rural,High,180
Dairy Products,950,Wedding,750,Room Temperature,Regular,All Seasons,Finger Food,Rural,Moderate,200
Dairy Products,1000,Wedding,800,Room Temperature,Regular,All Seasons,Sit-down Dinner,Rural,High,200
Baked Goods,900,Social Gathering,700,Room Temperature,Regular,All Seasons,Buffet,Suburban,High,200
Baked Goods,850,Birthday,650,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,200
Baked Goods,950,Wedding,750,Room Temperature,Regular,All Seasons,Sit-down Dinner,Rural,Moderate,200
Baked Goods,850,Corporate,650,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,Moderate,200
Baked Goods,900,Birthday,720,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,180
Fruits,850,Social Gathering,680,Room Temperature,Regular,All Seasons,Finger Food,Rural,Moderate,170
Baked Goods,848,Corporate,647,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,201
Dairy Products,1000,Corporate,800,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,High,200
Dairy Products,1000,Wedding,780,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,220
Fruits,1000,Social Gathering,800,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,200
Fruits,850,Wedding,650,Refrigerated,Occasional,Winter,Sit-down Dinner,Rural,Moderate,200
Meat,900,Social Gathering,720,Refrigerated,Regular,Summer,Finger Food,Urban,Moderate,180
Meat,900,Corporate,720,Refrigerated,Occasional,All Seasons,Finger Food,Urban,Moderate,180
Fruits,850,Birthday,680,Refrigerated,Occasional,All Seasons,Finger Food,Rural,Moderate,170
Baked Goods,800,Corporate,620,Room Temperature,Regular,Summer,Finger Food,Suburban,Low,180
Vegetables,874,Wedding,690,Refrigerated,Occasional,Summer,Finger Food,Rural,Low,184
Fruits,998,Corporate,888,Room Temperature,Regular,Summer,Finger Food,Rural,High,110
Vegetables,800,Birthday,620,Refrigerated,Regular,Winter,Finger Food,Suburban,Low,180
Meat,950,Wedding,750,Refrigerated,Regular,All Seasons,Sit-down Dinner,Urban,High,200
Fruits,900,Wedding,700,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,High,200
Fruits,950,Corporate,800,Room Temperature,Occasional,All Seasons,Buffet,Urban,Moderate,150
Fruits,905,Birthday,742,Room Temperature,Regular,All Seasons,Finger Food,Rural,Moderate,163
Meat,970,Social Gathering,692,Refrigerated,Occasional,Summer,Sit-down Dinner,Urban,High,278
Fruits,900,Wedding,720,Room Temperature,Occasional,All Seasons,Finger Food,Suburban,Low,180
Meat,950,Corporate,750,Refrigerated,Occasional,Summer,Sit-down Dinner,Suburban,Moderate,200
Dairy Products,900,Corporate,780,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,120
Baked Goods,850,Social Gathering,650,Room Temperature,Regular,All Seasons,Finger Food,Urban,Moderate,200
Baked Goods,848,Social Gathering,647,Room Temperature,Regular,All Seasons,Finger Food,Rural,Moderate,201
Dairy Products,982,Wedding,797,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,185
Dairy Products,900,Social Gathering,700,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,Moderate,200
Baked Goods,850,Wedding,680,Room Temperature,Regular,Winter,Finger Food,Urban,Low,170
Baked Goods,980,Corporate,720,Room Temperature,Regular,Summer,Buffet,Suburban,High,260
Vegetables,850,Birthday,680,Refrigerated,Regular,Summer,Finger Food,Urban,Moderate,170
Baked Goods,800,Corporate,620,Room Temperature,Regular,Winter,Finger Food,Urban,Low,180
Baked Goods,995,Wedding,834,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,Low,161
Meat,900,Corporate,700,Refrigerated,Occasional,All Seasons,Finger Food,Suburban,Moderate,200
Dairy Products,900,Corporate,700,Room Temperature,Regular,All Seasons,Buffet,Suburban,High,200
Baked Goods,800,Birthday,620,Room Temperature,Regular,Summer,Finger Food,Suburban,Moderate,180
Baked Goods,888,Birthday,675,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Low,213
Baked Goods,1000,Wedding,800,Room Temperature,Regular,All Seasons,Sit-down Dinner,Rural,High,200
Vegetables,980,Social Gathering,650,Refrigerated,Regular,Summer,Finger Food,Rural,Low,330
Fruits,900,Social Gathering,700,Refrigerated,Regular,All Seasons,Buffet,Suburban,High,200
Fruits,950,Corporate,750,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,200
Vegetables,905,Corporate,742,Refrigerated,Occasional,Winter,Finger Food,Rural,Moderate,163
Baked Goods,980,Birthday,720,Room Temperature,Regular,All Seasons,Buffet,Suburban,High,260
Fruits,998,Social Gathering,888,Room Temperature,Regular,Winter,Finger Food,Rural,High,110
Baked Goods,850,Corporate,680,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,Low,170
Baked Goods,850,Birthday,680,Room Temperature,Regular,Winter,Finger Food,Rural,Moderate,170
Fruits,980,Corporate,680,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,Moderate,300
Dairy Products,900,Wedding,700,Room Temperature,Regular,Summer,Finger Food,Suburban,Low,200
Meat,950,Social Gathering,700,Refrigerated,Regular,All Seasons,Finger Food,Suburban,High,250
Dairy Products,980,Wedding,680,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,Low,300
Fruits,959,Social Gathering,839,Room Temperature,Regular,All Seasons,Buffet,Suburban,Low,120
Dairy Products,980,Wedding,780,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,Low,200
Baked Goods,1000,Corporate,800,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Low,200
Baked Goods,848,Birthday,647,Room Temperature,Regular,All Seasons,Finger Food,Rural,Moderate,201
Baked Goods,800,Corporate,620,Room Temperature,Regular,All Seasons,Finger Food,Rural,Moderate,180
Dairy Products,850,Social Gathering,680,Room Temperature,Regular,Winter,Finger Food,Rural,Low,170
Dairy Products,980,Wedding,680,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Low,300
Baked Goods,1000,Corporate,800,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,High,200
Vegetables,1000,Corporate,800,Refrigerated,Occasional,Winter,Sit-down Dinner,Suburban,High,200
Dairy Products,900,Social Gathering,720,Room Temperature,Regular,Summer,Buffet,Rural,High,180
Fruits,850,Wedding,650,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Moderate,200
Fruits,993,Corporate,838,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,155
Baked Goods,800,Social Gathering,620,Room Temperature,Regular,Summer,Finger Food,Rural,Low,180
Fruits,900,Birthday,720,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,180
Meat,850,Social Gathering,650,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,Moderate,200
Fruits,850,Corporate,800,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,50
Vegetables,950,Corporate,750,Refrigerated,Regular,All Seasons,Sit-down Dinner,Urban,Moderate,200
Baked Goods,800,Wedding,620,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,180
Dairy Products,950,Corporate,750,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Low,200
Dairy Products,950,Birthday,750,Room Temperature,Regular,All Seasons,Finger Food,Suburban,High,200
Dairy Products,950,Birthday,700,Room Temperature,Regular,All Seasons,Finger Food,Suburban,High,250
Dairy Products,1000,Corporate,800,Room Temperature,Regular,All Seasons,Finger Food,Suburban,High,200
Dairy Products,998,Corporate,888,Room Temperature,Regular,All Seasons,Finger Food,Urban,High,110
Dairy Products,950,Corporate,750,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,200
Vegetables,1000,Social Gathering,630,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,Moderate,370
Dairy Products,850,Wedding,650,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,High,200
Baked Goods,900,Birthday,720,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,180
Baked Goods,782,Wedding,608,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Moderate,174
Baked Goods,850,Social Gathering,750,Room Temperature,Regular,Winter,Sit-down Dinner,Rural,High,100
Baked Goods,800,Social Gathering,620,Room Temperature,Regular,Winter,Finger Food,Rural,Moderate,180
Dairy Products,950,Corporate,750,Room Temperature,Regular,All Seasons,Finger Food,Urban,Moderate,200
Dairy Products,950,Social Gathering,640,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,Low,310
Baked Goods,950,Social Gathering,750,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,High,200
Baked Goods,800,Birthday,620,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,180
Dairy Products,800,Corporate,620,Room Temperature,Regular,All Seasons,Finger Food,Urban,Moderate,180
Dairy Products,900,Corporate,800,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,High,100
Dairy Products,950,Wedding,750,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,200
Baked Goods,850,Social Gathering,650,Room Temperature,Occasional,All Seasons,Buffet,Rural,Moderate,200
Meat,950,Social Gathering,750,Room Temperature,Occasional,Winter,Sit-down Dinner,Suburban,Moderate,200
Dairy Products,950,Corporate,750,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,200
Dairy Products,900,Birthday,700,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,200
Dairy Products,850,Social Gathering,680,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,Low,170
Dairy Products,850,Social Gathering,680,Room Temperature,Regular,All Seasons,Finger Food,Rural,Low,170
Dairy Products,984,Birthday,853,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,131
Dairy Products,900,Birthday,720,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,180
Fruits,800,Social Gathering,620,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,180
Baked Goods,782,Birthday,608,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,174
Dairy Products,800,Corporate,620,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,180
Dairy Products,900,Corporate,700,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,200
Dairy Products,850,Social Gathering,680,Room Temperature,Regular,All Seasons,Finger Food,Rural,Moderate,170
Meat,900,Wedding,720,Refrigerated,Occasional,Winter,Buffet,Rural,High,180
Meat,900,Birthday,700,Refrigerated,Regular,Summer,Buffet,Suburban,High,200
Meat,871,Wedding,702,Refrigerated,Regular,All Seasons,Buffet,Suburban,Low,169
Meat,850,Wedding,650,Refrigerated,Regular,Summer,Finger Food,Suburban,High,200
Fruits,980,Social Gathering,720,Refrigerated,Regular,Winter,Buffet,Rural,High,260
Meat,900,Corporate,720,Refrigerated,Regular,Winter,Finger Food,Urban,Moderate,180
Baked Goods,943,Birthday,684,Room Temperature,Regular,Summer,Buffet,Urban,Low,259
Meat,850,Wedding,680,Refrigerated,Occasional,All Seasons,Finger Food,Rural,Low,170
Meat,984,Wedding,853,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,High,131
Meat,1000,Birthday,800,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,Low,200
Meat,900,Social Gathering,720,Room Temperature,Regular,Summer,Buffet,Rural,High,180
Vegetables,995,Wedding,834,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,Low,161
Meat,900,Corporate,700,Refrigerated,Regular,All Seasons,Finger Food,Rural,Moderate,200
Fruits,800,Corporate,620,Room Temperature,Regular,Summer,Finger Food,Urban,Moderate,180
Vegetables,1000,Corporate,800,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,High,200
Meat,900,Corporate,700,Refrigerated,Occasional,Winter,Finger Food,Suburban,Moderate,200
Meat,900,Wedding,700,Refrigerated,Regular,All Seasons,Sit-down Dinner,Rural,Moderate,200
Fruits,978,Birthday,812,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,Low,166
Fruits,997,Birthday,891,Room Temperature,Regular,All Seasons,Finger Food,Suburban,High,106
Meat,900,Social Gathering,700,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,Low,200
Fruits,900,Birthday,670,Refrigerated,Regular,All Seasons,Sit-down Dinner,Suburban,High,230
Baked Goods,800,Wedding,620,Room Temperature,Regular,Winter,Finger Food,Rural,Moderate,180
Baked Goods,1000,Wedding,800,Room Temperature,Regular,Winter,Sit-down Dinner,Rural,High,200
Dairy Products,850,Corporate,650,Room Temperature,Regular,All Seasons,Buffet,Urban,Low,200
Baked Goods,1000,Corporate,800,Room Temperature,Regular,Winter,Sit-down Dinner,Rural,Low,200
Vegetables,900,Corporate,700,Room Temperature,Regular,Summer,Finger Food,Rural,Moderate,200
Dairy Products,980,Wedding,780,Room Temperature,Regular,Winter,Buffet,Suburban,Moderate,200
Dairy Products,900,Corporate,720,Room Temperature,Regular,All Seasons,Buffet,Rural,High,180
Baked Goods,850,Birthday,680,Room Temperature,Regular,All Seasons,Finger Food,Rural,Low,170
Vegetables,950,Social Gathering,750,Refrigerated,Regular,Summer,Finger Food,Suburban,Low,200
Baked Goods,800,Social Gathering,620,Room Temperature,Regular,Winter,Buffet,Suburban,Low,180
Dairy Products,900,Wedding,720,Room Temperature,Regular,Summer,Finger Food,Rural,Moderate,180
Fruits,800,Birthday,620,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,180
Baked Goods,950,Birthday,750,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,200
Baked Goods,978,Corporate,812,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Low,166
Baked Goods,800,Social Gathering,620,Room Temperature,Regular,Winter,Finger Food,Rural,Low,180
Fruits,950,Wedding,750,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Moderate,200
Vegetables,900,Birthday,720,Refrigerated,Regular,All Seasons,Finger Food,Suburban,Moderate,180
Vegetables,950,Corporate,750,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,Moderate,200
Vegetables,850,Wedding,650,Refrigerated,Occasional,Summer,Sit-down Dinner,Suburban,Moderate,200
Baked Goods,900,Social Gathering,720,Room Temperature,Regular,All Seasons,Buffet,Rural,High,180
Fruits,996,Social Gathering,829,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Low,167
Baked Goods,854,Wedding,680,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Low,174
Dairy Products,850,Birthday,800,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,High,50
Dairy Products,900,Social Gathering,700,Room Temperature,Regular,Winter,Finger Food,Rural,Low,200
Dairy Products,980,Wedding,680,Room Temperature,Regular,All Seasons,Sit-down Dinner,Rural,Low,300
Baked Goods,1000,Social Gathering,800,Room Temperature,Regular,Summer,Finger Food,Suburban,High,200
Baked Goods,1000,Wedding,800,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,200
Dairy Products,900,Corporate,700,Room Temperature,Regular,All Seasons,Finger Food,Urban,Moderate,200
Dairy Products,782,Birthday,608,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,174
Vegetables,1000,Social Gathering,630,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,Moderate,370
Dairy Products,800,Birthday,620,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Low,180
Dairy Products,900,Social Gathering,700,Room Temperature,Regular,All Seasons,Buffet,Urban,Moderate,200
Dairy Products,850,Social Gathering,680,Room Temperature,Regular,All Seasons,Finger Food,Rural,Low,170
Baked Goods,900,Social Gathering,700,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,Moderate,200
Dairy Products,1000,Social Gathering,800,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,200
Baked Goods,782,Social Gathering,608,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,174
Fruits,850,Social Gathering,661,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,189
Meat,980,Birthday,720,Refrigerated,Regular,Winter,Buffet,Suburban,High,260
Fruits,900,Wedding,700,Refrigerated,Regular,Winter,Buffet,Suburban,High,200
Meat,997,Birthday,891,Refrigerated,Regular,Winter,Finger Food,Rural,High,106
Meat,800,Corporate,620,Refrigerated,Occasional,Winter,Buffet,Suburban,Low,180
Meat,888,Wedding,675,Refrigerated,Occasional,Winter,Finger Food,Rural,Low,213
Dairy Products,950,Social Gathering,750,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,200
Dairy Products,900,Corporate,700,Room Temperature,Occasional,Winter,Sit-down Dinner,Suburban,Moderate,200
Dairy Products,900,Social Gathering,720,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,180
Meat,900,Birthday,700,Refrigerated,Regular,Winter,Buffet,Urban,Moderate,200
Meat,900,Wedding,720,Refrigerated,Regular,Winter,Finger Food,Rural,Moderate,180
Meat,980,Corporate,780,Refrigerated,Regular,Summer,Buffet,Suburban,Moderate,200
Meat,982,Corporate,842,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,Low,140
Baked Goods,850,Wedding,650,Room Temperature,Regular,Winter,Buffet,Urban,Low,200
